交易標的,土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,真實單價(元/平方公尺),交易年,交易月,建築完成年,屋齡,移轉層次_num,總樓層數_num,是否為頂樓,土地筆數,建物棟數,車位數,鄉鎮市區_中區,鄉鎮市區_北區,鄉鎮市區_北屯區,鄉鎮市區_南區,鄉鎮市區_南屯區,鄉鎮市區_后里區,鄉鎮市區_外埔區,鄉鎮市區_大安區,鄉鎮市區_大甲區,鄉鎮市區_大肚區,鄉鎮市區_大里區,鄉鎮市區_大雅區,鄉鎮市區_太平區,鄉鎮市區_新社區,鄉鎮市區_東勢區,鄉鎮市區_東區,鄉鎮市區_梧棲區,鄉鎮市區_沙鹿區,鄉鎮市區_清水區,鄉鎮市區_潭子區,鄉鎮市區_烏日區,鄉鎮市區_石岡區,鄉鎮市區_神岡區,鄉鎮市區_西區,鄉鎮市區_西屯區,鄉鎮市區_豐原區,鄉鎮市區_霧峰區,鄉鎮市區_龍井區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_其他,建物型態_華廈(10層含以下有電梯),建物型態_透天厝,主要用途_住商用,主要用途_住家用,主要用途_其他,主要用途_商業用,主要用途_辦公用,主要建材_其他,主要建材_加強磚造,主要建材_鋼筋混凝土造,主要建材_鋼骨鋼筋混凝土造、鋼筋混凝土造,車位類別_一樓平面,車位類別_其他,車位類別_升降平面,車位類別_升降機械,車位類別_坡道平面,車位類別_坡道機械,車位類別_塔式車位,使用分區_一般農業區,使用分區_住,使用分區_其他,使用分區_商,使用分區_山坡地保育區,使用分區_工,使用分區_工業區,使用分區_特定農業區,使用分區_農,使用分區_都市：其他:住宅區,使用分區_都市：其他:保護區,使用分區_都市：其他:第一之二種住宅區,使用分區_都市：其他:第一種新市政中心專用區,使用分區_都市：其他:第三種新市政中心專用區,使用分區_都市：其他:第三種遊憩區,使用分區_都市：其他:第二種住宅區,使用分區_都市：其他:第二種創新研發專用區,使用分區_都市：其他:第五種新市政中心專用區,使用分區_都市：其他:第八種新市政中心專用區,使用分區_都市：其他:第六種新市政中心專用區,使用分區_都市：其他:第四種新市政中心專用區,使用分區_都市：其他:道路用地,使用分區_都市：其他:風景區,使用分區_鄉村區,Income_Median,Higher_Ed_Ratio,id,Address,Response_Address,Response_X,Response_Y
房地(土地+建物)+車位,7.64,103.09,2,2,1,1,1,16750000.0,162479,27.87,0.0,43.07,1.62,4.19,1,222680.1382611008,2025,8,2021.0,4.0,17.0,24.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,2276.0,臺中市大肚區文昌路三段３９２巷３、５號,找不到指定的門牌地址。,,
房地(土地+建物),73.0,215.63,4,3,3,1,0,15000000.0,69564,0.0,0.0,187.88,9.63,18.12,0,69563.60432221861,2025,8,1995.0,30.0,4.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,45.04656134057348,2340.0,臺中市南區樹義五巷１３７弄７１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,54.84,541.66,4,3,5,1,1,36000000.0,66461,0.0,0.0,273.45,0.0,26.39,1,66462.35645977182,2025,8,2007.0,18.0,13.0,19.0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,2401.0,臺中市西屯區華夏巷西五弄５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,65.06,177.61,3,2,2,1,1,13680000.0,77023,14.47,0.0,117.6,0.0,13.75,1,83854.35821993381,2025,8,2023.0,2.0,2.0,5.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,2424.0,臺中市西屯區富強巷１弄１８號,找不到指定的門牌地址。,,
房地(土地+建物),3.13,29.66,1,1,1,1,1,2550000.0,85974,0.0,0.0,18.21,0.0,4.84,1,85974.37626432907,2025,8,1990.0,35.0,4.0,12.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,2524.0,臺中市北區太原路一段２４０號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.34,99.66,1,1,1,1,1,8200000.0,82280,26.88,0.0,43.69,0.0,9.03,1,112668.31547128332,2025,7,2005.0,20.0,3.0,15.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,56.05838623907972,2596.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.63,172.29,3,2,2,1,1,16800000.0,97510,33.26,0.0,88.46,0.0,11.5,1,120837.22937495504,2025,7,2000.0,25.0,6.0,14.0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,2615.0,臺中市北區西屯路二段７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.62,103.12,2,1,1,1,1,12650000.0,122673,27.5,0.0,45.24,2.62,2.38,1,167283.78735784182,2025,7,2018.0,7.0,8.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,2675.0,臺中市南區有恆街１５號,找不到指定的門牌地址。,,
房地(土地+建物),66.14,215.75,5,2,3,1,0,28500000.0,132097,0.0,0.0,206.54,3.73,3.89,0,132097.3348783314,2025,7,2011.0,14.0,4.0,4.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,2680.0,臺中市北屯區崇德路一段６２９號,找不到指定的門牌地址。,,
房地(土地+建物),92.0,150.46,5,3,4,1,0,14800000.0,98365,0.0,0.0,150.46,0.0,0.0,0,98365.01395719792,2025,7,1979.0,46.0,4.0,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,2716.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物),13.8,48.0,1,0,1,1,1,1800000.0,37500,0.0,0.0,46.14,0.0,1.86,0,37500.0,2025,7,1981.0,44.0,3.0,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,46.56090222399899,2821.0,臺中市西屯區華夏巷西五弄２０號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,20.61,144.5,3,2,1,1,1,11760000.0,81384,0.0,0.0,104.34,0.91,14.76,1,81384.0830449827,2025,7,1993.0,32.0,2.0,8.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,2828.0,臺中市南區有恆街８巷５號,找不到指定的門牌地址。,,
房地(土地+建物),71.48,146.51,4,2,3,1,0,13900000.0,94874,0.0,0.0,136.51,0.0,9.87,0,94874.07002934952,2025,6,2019.0,6.0,3.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,3235.0,臺中市神岡區光啟路１之２號,找不到指定的門牌地址。,,
房地(土地+建物),30.12,116.39,3,1,3,1,1,6500000.0,55847,0.0,0.0,80.71,0.0,5.86,1,55846.72222699545,2025,6,2020.0,5.0,2.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,40.35499149307951,3285.0,臺中市太平區大興二十一街１２２號,找不到指定的門牌地址。,,
房地(土地+建物),82.67,196.26,4,3,2,1,0,15650000.0,79741,0.0,0.0,169.77,7.67,18.82,0,79741.15968613065,2025,4,1999.0,26.0,4.0,4.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,45.04656134057348,3480.0,臺中市清水區榔三街３之１２號,找不到指定的門牌地址。,,
房地(土地+建物),28.27,95.51,4,1,4,1,1,5750000.0,60203,0.0,0.0,77.89,1.4,8.21,0,60203.12009213695,2025,3,1984.0,41.0,4.0,5.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,59.39573524332382,3509.0,臺中市北屯區永興街３５６之３號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,21.48,135.33,2,2,2,1,1,13580000.0,112580,31.67,1910000.0,61.95,0.0,6.48,1,112579.58711171136,2024,12,2025.0,0.0,5.0,13.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,3622.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,24.6,125.67,2,2,2,1,1,10060000.0,95243,36.32,1550000.0,55.67,0.0,3.62,1,95243.4247341914,2024,11,2025.0,0.0,9.0,12.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,3659.0,臺中市西屯區西墩北巷４之１１弄６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,24.77,154.76999999999998,3,2,2,1,1,16280000.0,115025,28.71,1780000.0,71.82,0.0,10.26,1,115024.59146438206,2024,9,2025.0,0.0,11.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,3691.0,臺中市烏日區太明路成豐巷４８、５０號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,22.12,182.58,3,2,2,1,1,17220000.0,106149,49.56,3100000.0,78.69,0.0,10.21,1,106149.4512103443,2024,8,2025.0,0.0,2.0,15.0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,46.714188559482125,3777.0,臺中市西區精誠２８街１９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,30.91,169.28,3,2,2,1,0,20400000.0,131926,29.05,1900000.0,85.96,0.0,7.28,1,131926.12137203166,2024,7,2025.0,0.0,7.0,12.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,59.39573524332382,3901.0,臺中市北屯區子路２８３號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,42.61,155.45999999999998,3,2,2,1,1,25500000.0,180916,27.5,2350000.0,77.33,0.0,7.3,1,180915.91122225687,2024,6,2025.0,0.0,9.0,14.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,4012.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,0.0,172.41,3,2,3,1,1,23200000.0,165347,43.59,1900000.0,79.23,0.0,5.76,1,165346.99580810434,2024,6,2025.0,0.0,10.0,12.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,56.05838623907972,4049.0,臺中市北屯區青島路三段１７０號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,17.72,107.1,2,2,1,1,1,8590000.0,87576,25.0,1400000.0,52.2,0.0,3.96,1,87576.12667478685,2024,6,2025.0,0.0,8.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,4099.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,17.32,194.25,3,2,2,1,1,28500000.0,174079,52.36,3800000.0,84.57,0.0,8.05,1,174078.5115230108,2024,5,2025.0,0.0,19.0,24.0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,4155.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,38.17,227.82,3,2,2,1,1,30080000.0,168079,72.06,3900000.0,90.7,0.0,11.96,1,168079.09604519774,2024,4,2025.0,0.0,10.0,14.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,4237.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,27.39,151.92000000000002,3,2,2,1,1,11700000.0,81153,25.0,1400000.0,77.39,0.0,9.42,1,81153.48250866687,2024,4,2025.0,0.0,8.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,4332.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,21.48,135.65,2,2,2,1,1,13360000.0,109765,30.79,1850000.0,62.86,0.0,6.48,1,109765.40148769786,2024,2,2025.0,0.0,6.0,13.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,4597.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.2,120.55,2,1,2,1,1,9310000.0,87047,29.68,1400000.0,55.35,0.0,4.48,1,87047.43039506988,2024,1,2025.0,0.0,2.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,46.714188559482125,4666.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,26.26,214.6,3,2,2,1,1,24880000.0,146595,70.12,3700000.0,84.68,0.0,9.93,1,146594.68438538208,2023,12,2025.0,0.0,4.0,14.0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,4753.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,30.75,147.95,3,2,2,1,1,10680000.0,81788,36.32,1550000.0,67.46,0.0,6.69,1,81788.04980739945,2023,12,2025.0,0.0,6.0,12.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,4893.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,26.63,88.91,3,2,2,1,1,8500000.0,93868,6.88,800000.0,56.71,0.0,0.0,1,93868.09703766914,2023,12,2025.0,0.0,1.0,7.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,38.18746807423804,4903.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,39.15,231.76,3,2,2,1,1,30500000.0,164058,72.06,4300000.0,93.61,0.0,11.67,1,164057.60801502818,2023,11,2025.0,0.0,8.0,14.0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,4911.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.43,152.82,3,2,2,1,1,11290000.0,79950,24.74,1050000.0,76.63,0.0,8.56,1,79950.03123048096,2023,11,2025.0,0.0,15.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,4912.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,37.72,205.38,3,2,2,1,1,32300000.0,170361,29.87,2400000.0,106.5,0.0,9.44,1,170360.66321007352,2023,11,2025.0,0.0,17.0,27.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,62.03686804161344,4960.0,臺中市南區建國北路二段１０１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.31,2,2,1,1,1,8530000.0,86829,24.74,1100000.0,52.79,0.0,4.2,1,86829.49631880331,2023,10,2025.0,0.0,15.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,5035.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.34,2,2,1,1,1,8340000.0,84579,24.74,1100000.0,52.79,0.0,4.2,1,84579.43925233644,2023,10,2025.0,0.0,17.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,5036.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,35.06,208.65,0,0,1,1,1,23080000.0,133315,63.58,3740000.0,94.81,0.0,7.34,1,133314.95140277108,2023,10,2025.0,0.0,1.0,13.0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,46.523413127178095,5052.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,21.12,225.34,4,2,3,1,1,32980000.0,164065,52.36,4600000.0,103.33,0.0,9.57,1,164065.2098508498,2023,10,2025.0,0.0,15.0,24.0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,5088.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.31,2,2,1,1,1,8770000.0,89634,24.74,1100000.0,52.79,0.0,4.2,1,89634.21759962603,2023,10,2025.0,0.0,26.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,5132.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,35.82,189.3,3,2,2,1,1,24150000.0,144852,36.03,1950000.0,90.7,0.0,10.31,1,144842.4349187708,2023,9,2025.0,0.0,3.0,14.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,5158.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,36.41,191.79,3,2,2,1,1,27200000.0,160503,36.03,2200000.0,90.7,0.0,11.96,1,160503.33846944018,2023,9,2025.0,0.0,8.0,14.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,60.23570226008877,5159.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,14.45,151.03,3,2,2,1,1,9900000.0,69621,25.35,1150000.0,75.38,0.0,8.73,1,69621.2603437301,2023,9,2025.0,0.0,4.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5246.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
