交易標的,土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,真實單價(元/平方公尺),交易年,交易月,建築完成年,屋齡,移轉層次_num,總樓層數_num,是否為頂樓,土地筆數,建物棟數,車位數,鄉鎮市區_中區,鄉鎮市區_北區,鄉鎮市區_北屯區,鄉鎮市區_南區,鄉鎮市區_南屯區,鄉鎮市區_后里區,鄉鎮市區_外埔區,鄉鎮市區_大安區,鄉鎮市區_大甲區,鄉鎮市區_大肚區,鄉鎮市區_大里區,鄉鎮市區_大雅區,鄉鎮市區_太平區,鄉鎮市區_新社區,鄉鎮市區_東勢區,鄉鎮市區_東區,鄉鎮市區_梧棲區,鄉鎮市區_沙鹿區,鄉鎮市區_清水區,鄉鎮市區_潭子區,鄉鎮市區_烏日區,鄉鎮市區_石岡區,鄉鎮市區_神岡區,鄉鎮市區_西區,鄉鎮市區_西屯區,鄉鎮市區_豐原區,鄉鎮市區_霧峰區,鄉鎮市區_龍井區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_其他,建物型態_華廈(10層含以下有電梯),建物型態_透天厝,主要用途_住商用,主要用途_住家用,主要用途_其他,主要用途_商業用,主要用途_辦公用,主要建材_其他,主要建材_加強磚造,主要建材_鋼筋混凝土造,主要建材_鋼骨鋼筋混凝土造、鋼筋混凝土造,車位類別_一樓平面,車位類別_其他,車位類別_升降平面,車位類別_升降機械,車位類別_坡道平面,車位類別_坡道機械,車位類別_塔式車位,使用分區_一般農業區,使用分區_住,使用分區_其他,使用分區_商,使用分區_山坡地保育區,使用分區_工,使用分區_工業區,使用分區_特定農業區,使用分區_農,使用分區_都市：其他:住宅區,使用分區_都市：其他:保護區,使用分區_都市：其他:第一之二種住宅區,使用分區_都市：其他:第一種新市政中心專用區,使用分區_都市：其他:第三種新市政中心專用區,使用分區_都市：其他:第三種遊憩區,使用分區_都市：其他:第二種住宅區,使用分區_都市：其他:第二種創新研發專用區,使用分區_都市：其他:第五種新市政中心專用區,使用分區_都市：其他:第八種新市政中心專用區,使用分區_都市：其他:第六種新市政中心專用區,使用分區_都市：其他:第四種新市政中心專用區,使用分區_都市：其他:道路用地,使用分區_都市：其他:風景區,使用分區_鄉村區,Income_Median,Higher_Ed_Ratio,id,Address,Response_Address,Response_X,Response_Y
房地(土地+建物)+車位,15.05,155.79000000000002,3,2,2,1,1,10880000.0,74594,25.35,1150000.0,77.85,0.0,9.55,1,74593.68291934987,2023,9,2025.0,0.0,6.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5247.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,17.19,115.4,2,2,2,1,1,11420000.0,113579,31.67,1910000.0,52.07,0.0,3.24,1,113579.36223575778,2023,8,2025.0,0.0,10.0,13.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,5305.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.83,120.75,2,2,1,1,1,8680000.0,80503,25.35,1000000.0,59.06,0.0,4.79,1,80503.14465408804,2023,7,2025.0,0.0,6.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5399.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,23.11,197.17,2,2,2,1,1,23200000.0,152696,70.12,3800000.0,76.42,0.0,6.76,1,152695.7890594254,2023,6,2025.0,0.0,10.0,14.0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,5410.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.63,113.47,2,2,1,1,1,7700000.0,74330,25.35,1150000.0,53.32,0.0,4.73,1,74330.45846572854,2023,6,2025.0,0.0,11.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5520.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,28.75,160.12,3,2,2,1,1,19460000.0,139514,46.44,3600000.0,67.71,0.0,4.53,1,139514.42646023925,2023,5,2025.0,0.0,8.0,9.0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374,41.39036786060019,5552.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,23.11,162.11,3,2,2,1,1,19420000.0,137505,35.06,1950000.0,76.42,0.0,6.76,1,137504.91932310112,2023,5,2025.0,0.0,4.0,14.0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,5614.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.83,120.75,2,2,1,1,1,8280000.0,73690,25.35,1250000.0,59.06,0.0,4.79,1,73689.72746331236,2023,5,2025.0,0.0,14.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5647.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,14.45,152.44,3,2,2,1,1,10520000.0,73727,25.35,1150000.0,75.71,0.0,8.34,1,73727.27988039971,2023,5,2025.0,0.0,7.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5648.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,21.73,73.63,2,2,1,1,1,6130000.0,82097,6.88,650000.0,41.65,0.0,4.36,1,82097.37827715356,2023,5,2025.0,0.0,3.0,7.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,38.18746807423804,5652.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,32.14,137.22,3,2,2,1,1,13880000.0,114949,28.65,1400000.0,68.06,0.0,3.77,1,114948.88090632771,2023,5,2025.0,0.0,8.0,14.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,5654.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.63,109.74,2,2,1,1,1,7140000.0,72757,25.35,1000000.0,49.69,0.0,5.81,1,72757.43571513212,2023,4,2025.0,0.0,6.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5741.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.83,120.75,2,2,1,1,1,7860000.0,71908,25.35,1000000.0,59.06,0.0,4.79,1,71907.75681341719,2023,4,2025.0,0.0,7.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5742.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,17.76,61.19,2,1,1,1,1,5530000.0,89855,6.88,650000.0,37.28,0.0,0.0,1,89854.53875897625,2023,2,2025.0,0.0,1.0,7.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,38.18746807423804,5892.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.5,99.07,2,2,1,1,1,7070000.0,80990,24.74,1050000.0,45.5,0.0,3.94,1,80990.17893179067,2023,2,2025.0,0.0,10.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,5893.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,17.16,129.96,2,2,2,1,1,11530000.0,102413,33.0,1600000.0,57.08,0.0,7.4,1,102413.36633663366,2023,2,2025.0,0.0,5.0,12.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,44.52387335060912,5901.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,12.48,156.09,3,2,2,1,1,21700000.0,156275,30.03,2000000.0,77.01,0.0,4.38,1,156274.78978264317,2023,2,2025.0,0.0,26.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,49.24978725310162,5911.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.18,100.29,2,2,1,1,1,10300000.0,112353,18.85,1150000.0,49.41,0.0,3.88,1,112352.65225933204,2023,2,2025.0,0.0,4.0,15.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,56.37375658101005,5924.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,21.73,73.6,2,2,1,1,1,6060000.0,81835,6.88,600000.0,41.65,0.0,4.36,1,81834.53237410072,2023,2,2025.0,0.0,3.0,7.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,38.18746807423804,5931.0,臺中市南區南平路３３８巷８號,找不到指定的門牌地址。,,
房地(土地+建物),9.01,78.24,2,2,1,1,1,5590000.0,71447,0.0,0.0,46.32,0.0,5.83,1,71446.83026584868,2023,1,2025.0,0.0,5.0,15.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,5947.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物),19.05,84.37,2,2,1,1,1,10900000.0,129193,0.0,0.0,47.11,0.0,6.1,1,129192.84105724785,2022,12,2025.0,0.0,3.0,7.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,59.39573524332382,6021.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,110.34,2,2,1,1,1,7990000.0,81075,24.74,1050000.0,52.79,0.0,4.2,1,81074.76635514018,2022,7,2025.0,0.0,11.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6385.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.63,128.56,2,2,1,1,1,9680000.0,83309,24.97,1050000.0,58.03,0.0,11.38,1,83309.19972970364,2022,7,2025.0,0.0,12.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6386.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.54,162.43,3,2,2,1,1,21230000.0,145242,30.03,2000000.0,80.33,0.0,8.08,1,145241.6918429003,2022,7,2025.0,0.0,5.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,49.24978725310162,6387.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,16.48,250.15,4,2,2,1,1,33680000.0,171061,90.09,6300000.0,97.9,0.0,9.22,1,171060.85218043232,2022,7,2025.0,0.0,26.0,28.0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,49.24978725310162,6388.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,7.62,111.17,2,2,1,1,1,8350000.0,83883,24.74,1100000.0,53.2,0.0,4.35,1,83882.91102626403,2022,7,2025.0,0.0,25.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6389.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,31.86,145.05,3,2,2,1,1,17420000.0,132530,27.19,1800000.0,70.54,0.0,6.86,1,132530.1204819277,2022,6,2025.0,0.0,20.0,21.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,44.8411398624304,6450.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,15.14,172.17,3,2,2,1,1,11380000.0,70177,24.97,1050000.0,87.74,0.0,10.97,1,70176.63043478261,2022,5,2025.0,0.0,7.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6608.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.63,128.56,2,2,1,1,1,9360000.0,78772,24.97,1200000.0,58.03,0.0,11.38,1,78772.08224732117,2022,5,2025.0,0.0,9.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6609.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.23,173.57,4,2,2,1,1,13820000.0,86340,24.74,970000.0,89.07,0.0,9.94,1,86340.11959954312,2022,5,2025.0,0.0,24.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6640.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.09,3,2,2,1,1,9750000.0,81805,24.74,1050000.0,66.47,0.0,4.34,1,81805.35966149505,2022,5,2025.0,0.0,21.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6641.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,18.62,206.37,4,2,2,1,1,14850000.0,74972,24.97,1250000.0,101.33,0.0,20.19,1,74972.43660418963,2022,5,2025.0,0.0,6.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6642.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.14,123.98,2,2,1,1,1,8470000.0,74942,24.97,1050000.0,56.07,0.0,10.21,1,74941.92505807494,2022,5,2025.0,0.0,12.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6681.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.63,128.56,2,2,1,1,1,8270000.0,69215,24.97,1100000.0,58.03,0.0,11.38,1,69215.17520996236,2022,5,2025.0,0.0,5.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6733.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,6.73,99.71,2,2,1,1,1,7370000.0,83633,24.74,1100000.0,45.8,0.0,4.09,1,83633.45338135252,2022,4,2025.0,0.0,21.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6780.0,臺中市南區南平路３３８巷６號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,10.63,129.05,2,2,1,1,1,9150000.0,76745,25.46,1200000.0,58.03,0.0,11.38,1,76744.85954242687,2022,4,2025.0,0.0,5.0,15.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,41.30192708265101,6789.0,臺中市東區進德路３５９號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,32.74,132.54,3,2,2,1,0,11410000.0,86087,20.13,0.0,68.59,0.0,5.73,1,101503.42496219196,2022,4,2025.0,0.0,2.0,11.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,46.56090222399899,6848.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,26.69,111.64,2,2,2,1,0,9500000.0,85095,20.13,0.0,56.55,0.0,3.95,1,103813.79084253089,2022,4,2025.0,0.0,4.0,11.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,46.56090222399899,6849.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
房地(土地+建物),6.5,73.14,2,2,1,1,1,4700000.0,64260,0.0,0.0,45.06,0.0,3.66,1,64260.32266885425,2022,4,2025.0,0.0,16.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6867.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,11.43,151.39,3,2,2,1,1,9750000.0,69009,24.74,1010000.0,75.64,0.0,8.59,1,69009.08014212397,2022,4,2025.0,0.0,16.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6868.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,13.23,173.04000000000002,4,2,2,1,1,13090000.0,80512,24.74,1150000.0,88.79,0.0,9.94,1,80512.47471341873,2022,4,2025.0,0.0,11.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6902.0,臺中市東區進德路３６１號,找不到指定的門牌地址。,,
房地(土地+建物),6.5,74.23,2,2,1,1,1,4940000.0,66550,0.0,0.0,45.58,0.0,3.81,1,66549.91243432574,2022,4,2025.0,0.0,16.0,28.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6903.0,臺中市東區進德路３５５號,找不到指定的門牌地址。,,
房地(土地+建物)+車位,9.42,131.53,3,2,2,1,1,7800000.0,64145,24.74,950000.0,66.11,0.0,4.96,1,64144.58282610731,2022,3,2025.0,0.0,10.0,28.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,43.71897215933913,6919.0,臺中市東區進德路３５７號,找不到指定的門牌地址。,,
